number of iterations required: 161
---utility for each state (row, column)---
(29, 89) - utility: 73.240
(29, 90) - utility: 72.388
(29, 91) - utility: 73.084
(29, 93) - utility: 72.602
(29, 94) - utility: 72.278
(29, 95) - utility: 70.813
(29, 96) - utility: 72.816
(29, 97) - utility: 73.163
(29, 98) - utility: 74.262
(29, 99) - utility: 74.432
(30, 0) - utility: 67.186
(30, 1) - utility: 68.374
(30, 2) - utility: 68.083
(30, 4) - utility: 64.430
(30, 5) - utility: 65.291
(30, 6) - utility: 66.401
(30, 7) - utility: 67.636
(30, 9) - utility: 66.406
(30, 10) - utility: 67.536
(30, 11) - utility: 67.770
(30, 12) - utility: 69.144
(30, 13) - utility: 70.414
(30, 14) - utility: 71.726
(30, 15) - utility: 74.187
(30, 16) - utility: 73.526
(30, 17) - utility: 73.443
(30, 18) - utility: 72.288
(30, 19) - utility: 70.302
(30, 20) - utility: 69.886
(30, 21) - utility: 68.881
(30, 22) - utility: 66.822
(30, 23) - utility: 66.611
(30, 25) - utility: 67.373
(30, 26) - utility: 68.471
(30, 27) - utility: 69.628
(30, 28) - utility: 70.742
(30, 30) - utility: 70.630
(30, 31) - utility: 69.523
(30, 32) - utility: 67.901
(30, 33) - utility: 65.930
(30, 34) - utility: 65.229
(30, 36) - utility: 67.372
(30, 37) - utility: 68.784
(30, 38) - utility: 68.875
(30, 39) - utility: 67.718
(30, 40) - utility: 68.318
(30, 42) - utility: 69.213
(30, 43) - utility: 71.571
(30, 44) - utility: 72.867
(30, 45) - utility: 74.039
(30, 46) - utility: 72.612
(30, 47) - utility: 72.781
(30, 48) - utility: 70.392
(30, 49) - utility: 68.924
(30, 50) - utility: 66.568
(30, 51) - utility: 65.578
(30, 52) - utility: 63.765
(30, 53) - utility: 65.606
(30, 55) - utility: 68.434
(30, 56) - utility: 69.675
(30, 57) - utility: 71.951
(30, 58) - utility: 74.362
(30, 59) - utility: 75.880
(30, 60) - utility: 78.678
(30, 61) - utility: 79.972
(30, 62) - utility: 79.972
(30, 63) - utility: 78.518
(30, 65) - utility: 65.973
(30, 66) - utility: 67.025
(30, 67) - utility: 67.214
(30, 69) - utility: 66.400
(30, 70) - utility: 68.454
(30, 71) - utility: 69.570
(30, 74) - utility: 69.951
(30, 75) - utility: 67.822
(30, 77) - utility: 68.178
(30, 79) - utility: 69.251
(30, 80) - utility: 70.314
(30, 81) - utility: 71.491
(30, 82) - utility: 71.770
(30, 84) - utility: 77.585
(30, 85) - utility: 75.066
(30, 87) - utility: 72.578
(30, 88) - utility: 72.526
(30, 89) - utility: 72.002
(30, 90) - utility: 71.275
(30, 92) - utility: 72.061
(30, 93) - utility: 72.549
(30, 94) - utility: 73.636
(30, 95) - utility: 72.060
(30, 96) - utility: 74.246
(30, 97) - utility: 75.509
(30, 98) - utility: 75.619
(30, 99) - utility: 74.383
(31, 0) - utility: 67.685
(31, 2) - utility: 66.690
(31, 3) - utility: 64.400
(31, 4) - utility: 66.613
(31, 6) - utility: 65.412
(31, 7) - utility: 66.269
(31, 8) - utility: 65.051
(31, 10) - utility: 65.350
(31, 11) - utility: 66.496
(31, 13) - utility: 71.154
(31, 14) - utility: 71.317
(31, 15) - utility: 72.746
(31, 16) - utility: 72.334
(31, 17) - utility: 72.032
(31, 18) - utility: 70.046
(31, 19) - utility: 69.238
(31, 21) - utility: 70.125
(31, 22) - utility: 68.930
(31, 23) - utility: 67.708
(31, 25) - utility: 68.356
(31, 26) - utility: 69.567
(31, 27) - utility: 70.805
(31, 28) - utility: 72.068
(31, 29) - utility: 70.880
(31, 31) - utility: 69.847
(31, 32) - utility: 70.306
(31, 33) - utility: 67.722
(31, 34) - utility: 67.469
(31, 35) - utility: 66.339
(31, 36) - utility: 65.294
(31, 37) - utility: 66.326
(31, 38) - utility: 66.500
(31, 40) - utility: 66.331
(31, 41) - utility: 68.598
(31, 42) - utility: 69.938
(31, 43) - utility: 71.485
(31, 45) - utility: 72.558
(31, 46) - utility: 70.468
(31, 48) - utility: 70.511
(31, 51) - utility: 66.050
(31, 52) - utility: 64.637
(31, 53) - utility: 66.962
(31, 54) - utility: 68.303
(31, 55) - utility: 69.355
(31, 56) - utility: 70.634
(31, 58) - utility: 74.432
(31, 60) - utility: 78.694
(31, 63) - utility: 77.239
(31, 65) - utility: 66.442
(31, 66) - utility: 65.098
(31, 67) - utility: 66.826
(31, 68) - utility: 67.872
(31, 69) - utility: 67.473
(31, 70) - utility: 68.633
(31, 71) - utility: 70.864
(31, 72) - utility: 69.945
(31, 73) - utility: 68.792
(31, 74) - utility: 69.615
(31, 75) - utility: 69.599
(31, 76) - utility: 67.394
(31, 77) - utility: 68.973
(31, 78) - utility: 68.925
(31, 79) - utility: 70.288
(31, 80) - utility: 70.387
(31, 81) - utility: 72.755
(31, 82) - utility: 74.219
(31, 83) - utility: 75.873
(31, 84) - utility: 77.281
(31, 85) - utility: 75.921
(31, 86) - utility: 74.684
(31, 87) - utility: 73.373
(31, 88) - utility: 72.196
(31, 89) - utility: 71.097
(31, 90) - utility: 70.709
(31, 91) - utility: 71.970
(31, 92) - utility: 73.213
(31, 93) - utility: 73.556
(31, 94) - utility: 73.889
(31, 95) - utility: 74.015
(31, 96) - utility: 75.498
(31, 97) - utility: 76.909
(31, 98) - utility: 77.046
(32, 0) - utility: 66.637
(32, 1) - utility: 67.101
(32, 2) - utility: 65.960
(32, 4) - utility: 66.682
(32, 5) - utility: 65.573
(32, 6) - utility: 63.550
(32, 7) - utility: 64.902
(32, 8) - utility: 64.038
(32, 9) - utility: 63.716
(32, 10) - utility: 64.944
(32, 11) - utility: 66.002
(32, 12) - utility: 67.152
(32, 13) - utility: 69.604
(32, 14) - utility: 69.016
(32, 17) - utility: 70.578
(32, 18) - utility: 68.414
(32, 19) - utility: 68.122
(32, 21) - utility: 70.129
(32, 22) - utility: 71.298
(32, 23) - utility: 69.904
(32, 24) - utility: 68.692
(32, 25) - utility: 68.900
(32, 26) - utility: 70.130
(32, 27) - utility: 71.379
(32, 28) - utility: 73.577
(32, 30) - utility: 72.260
(32, 31) - utility: 70.964
(32, 32) - utility: 71.867
(32, 34) - utility: 66.339
(32, 36) - utility: 64.275
(32, 37) - utility: 65.013
(32, 38) - utility: 64.229
(32, 39) - utility: 63.877
(32, 40) - utility: 65.027
(32, 41) - utility: 67.238
(32, 42) - utility: 67.781
(32, 43) - utility: 69.882
(32, 44) - utility: 68.648
(32, 45) - utility: 70.923
(32, 46) - utility: 69.703
(32, 47) - utility: 69.928
(32, 48) - utility: 69.138
(32, 49) - utility: 66.775
(32, 50) - utility: 65.696
(32, 51) - utility: 65.067
(32, 52) - utility: 65.522
(32, 53) - utility: 66.760
(32, 54) - utility: 69.195
(32, 55) - utility: 69.457
(32, 57) - utility: 70.926
(32, 58) - utility: 73.370
(32, 59) - utility: 74.496
(32, 60) - utility: 75.740
(32, 61) - utility: 73.126
(32, 62) - utility: 74.511
(32, 63) - utility: 75.815
(32, 65) - utility: 65.339
(32, 67) - utility: 67.023
(32, 68) - utility: 66.997
(32, 69) - utility: 68.268
(32, 70) - utility: 69.810
(32, 71) - utility: 71.112
(32, 72) - utility: 71.135
(32, 73) - utility: 70.898
(32, 74) - utility: 70.875
(32, 75) - utility: 69.712
(32, 76) - utility: 68.469
(32, 78) - utility: 67.347
(32, 79) - utility: 69.500
(32, 80) - utility: 70.685
(32, 81) - utility: 72.027
(32, 82) - utility: 73.297
(32, 83) - utility: 74.640
(32, 84) - utility: 75.879
(32, 85) - utility: 75.936
(32, 86) - utility: 74.696
(32, 87) - utility: 73.462
(32, 88) - utility: 72.118
(32, 89) - utility: 70.956
(32, 90) - utility: 69.629
(32, 91) - utility: 71.716
(32, 92) - utility: 70.939
(32, 93) - utility: 71.258
(32, 94) - utility: 72.513
(32, 96) - utility: 75.510
(32, 97) - utility: 76.908
(32, 98) - utility: 78.339
(32, 99) - utility: 79.972
(33, 0) - utility: 65.916
(33, 1) - utility: 66.924
(33, 2) - utility: 64.893
(33, 3) - utility: 65.827
(33, 4) - utility: 64.636
(33, 5) - utility: 65.440
(33, 6) - utility: 63.395
(33, 7) - utility: 63.779
(33, 9) - utility: 62.636
(33, 11) - utility: 65.291
(33, 12) - utility: 66.334
(33, 13) - utility: 67.152
(33, 15) - utility: 68.912
(33, 16) - utility: 70.187
(33, 17) - utility: 71.524
(33, 19) - utility: 68.494
(33, 20) - utility: 68.590
(33, 22) - utility: 71.487
(33, 23) - utility: 70.272
(33, 24) - utility: 68.193
(33, 27) - utility: 73.620
(33, 28) - utility: 75.073
(33, 29) - utility: 74.988
(33, 30) - utility: 73.627
(33, 31) - utility: 71.228
(33, 34) - utility: 66.868
(33, 36) - utility: 65.225
(33, 37) - utility: 65.231
(33, 38) - utility: 63.927
(33, 39) - utility: 63.558
(33, 40) - utility: 64.729
(33, 41) - utility: 65.949
(33, 43) - utility: 68.799
(33, 44) - utility: 69.512
(33, 45) - utility: 69.609
(33, 46) - utility: 68.654
(33, 47) - utility: 68.664
(33, 48) - utility: 67.922
(33, 49) - utility: 66.736
(33, 50) - utility: 66.120
(33, 53) - utility: 65.924
(33, 54) - utility: 66.876
(33, 55) - utility: 68.138
(33, 57) - utility: 70.656
(33, 58) - utility: 73.145
(33, 60) - utility: 73.126
(33, 61) - utility: 71.723
(33, 62) - utility: 74.029
(33, 63) - utility: 75.381
(33, 64) - utility: 72.796
(33, 66) - utility: 64.674
(33, 67) - utility: 65.692
(33, 68) - utility: 64.904
(33, 69) - utility: 65.835
(33, 71) - utility: 70.073
(33, 72) - utility: 71.025
(33, 73) - utility: 69.983
(33, 74) - utility: 70.790
(33, 75) - utility: 69.771
(33, 76) - utility: 68.699
(33, 77) - utility: 67.640
(33, 78) - utility: 67.416
(33, 79) - utility: 68.609
(33, 80) - utility: 69.753
(33, 81) - utility: 70.785
(33, 82) - utility: 71.394
(33, 83) - utility: 73.398
(33, 84) - utility: 74.505
(33, 88) - utility: 70.941
(33, 89) - utility: 71.055
(33, 90) - utility: 71.004
(33, 91) - utility: 70.576
(33, 93) - utility: 69.407
(33, 94) - utility: 70.950
(33, 95) - utility: 73.045
(33, 96) - utility: 74.393
(33, 97) - utility: 75.649
(33, 98) - utility: 76.907
(34, 1) - utility: 64.776
(34, 2) - utility: 65.987
(34, 3) - utility: 67.217
(34, 4) - utility: 66.285
(34, 5) - utility: 65.197
(34, 6) - utility: 65.131
(34, 7) - utility: 64.069
(34, 9) - utility: 63.481
(34, 11) - utility: 65.032
(34, 12) - utility: 67.475
(34, 13) - utility: 68.743
(34, 14) - utility: 69.029
(34, 15) - utility: 68.005
(34, 16) - utility: 68.912
(34, 19) - utility: 70.841
(34, 20) - utility: 69.751
(34, 21) - utility: 71.706
(34, 22) - utility: 70.651
(34, 24) - utility: 69.913
(34, 25) - utility: 68.985
(34, 27) - utility: 74.017
(34, 28) - utility: 76.507
(34, 29) - utility: 76.387
(34, 30) - utility: 73.884
(34, 31) - utility: 71.537
(34, 32) - utility: 70.433
(34, 33) - utility: 69.299
(34, 34) - utility: 68.005
(34, 35) - utility: 66.728
(34, 36) - utility: 64.596
(34, 37) - utility: 63.964
(34, 38) - utility: 62.044
(34, 39) - utility: 62.716
(34, 40) - utility: 63.639
(34, 41) - utility: 64.697
(34, 43) - utility: 68.530
(34, 44) - utility: 68.540
(34, 45) - utility: 68.462
(34, 46) - utility: 68.542
(34, 47) - utility: 66.572
(34, 48) - utility: 66.716
(34, 49) - utility: 66.372
(34, 50) - utility: 67.175
(34, 51) - utility: 68.929
(34, 52) - utility: 67.812
(34, 53) - utility: 66.528
(34, 54) - utility: 66.496
(34, 55) - utility: 67.580
(34, 56) - utility: 68.638
(34, 57) - utility: 69.732
(34, 58) - utility: 70.682
(34, 59) - utility: 71.193
(34, 60) - utility: 70.816
(34, 61) - utility: 71.244
(34, 62) - utility: 72.635
(34, 64) - utility: 71.588
(34, 66) - utility: 65.294
(34, 67) - utility: 65.805
(34, 68) - utility: 65.592
(34, 70) - utility: 70.528
(34, 71) - utility: 69.341
(34, 72) - utility: 69.811
(34, 75) - utility: 70.913
(34, 76) - utility: 69.504
(34, 77) - utility: 68.188
(34, 78) - utility: 67.103
(34, 79) - utility: 67.856
(34, 80) - utility: 69.979
(34, 81) - utility: 71.310
(34, 82) - utility: 72.730
(34, 83) - utility: 73.082
(34, 84) - utility: 74.416
(34, 86) - utility: 71.271
(34, 87) - utility: 69.892
(34, 88) - utility: 69.798
(34, 89) - utility: 69.973
(34, 90) - utility: 70.934
(34, 91) - utility: 70.387
(34, 92) - utility: 71.564
(34, 93) - utility: 71.606
(34, 94) - utility: 71.919
(34, 95) - utility: 72.069
(34, 96) - utility: 73.167
(34, 97) - utility: 74.270
(34, 99) - utility: 68.944
(35, 0) - utility: 64.006
(35, 1) - utility: 65.113
(35, 2) - utility: 66.277
(35, 3) - utility: 67.321
(35, 4) - utility: 67.440
(35, 6) - utility: 64.759
(35, 7) - utility: 64.658
(35, 8) - utility: 63.584
(35, 9) - utility: 62.582
(35, 10) - utility: 61.512
(35, 11) - utility: 63.683
(35, 13) - utility: 70.006
(35, 14) - utility: 68.753
(35, 15) - utility: 67.621
(35, 16) - utility: 67.750
(35, 18) - utility: 68.228
(35, 20) - utility: 71.745
(35, 21) - utility: 71.957
(35, 22) - utility: 70.767
(35, 23) - utility: 70.059
(35, 24) - utility: 71.204
(35, 25) - utility: 71.245
(35, 26) - utility: 72.306
(35, 28) - utility: 76.778
(35, 30) - utility: 73.613
(35, 31) - utility: 72.334
(35, 32) - utility: 71.065
(35, 33) - utility: 69.567
(35, 35) - utility: 65.593
(35, 36) - utility: 65.480
(35, 37) - utility: 64.329
(35, 38) - utility: 63.138
(35, 39) - utility: 63.248
(35, 40) - utility: 61.559
(35, 42) - utility: 68.529
(35, 43) - utility: 69.691
(35, 44) - utility: 69.714
(35, 45) - utility: 68.771
(35, 46) - utility: 67.815
(35, 47) - utility: 65.599
(35, 48) - utility: 67.349
(35, 49) - utility: 68.576
(35, 50) - utility: 69.413
(35, 51) - utility: 69.141
(35, 52) - utility: 68.093
(35, 53) - utility: 65.952
(35, 54) - utility: 66.575
(35, 55) - utility: 67.808
(35, 56) - utility: 69.246
(35, 57) - utility: 70.675
(35, 59) - utility: 69.003
(35, 60) - utility: 70.574
(35, 61) - utility: 69.259
(35, 62) - utility: 71.191
(35, 64) - utility: 69.038
(35, 65) - utility: 67.734
(35, 66) - utility: 66.355
(35, 67) - utility: 65.459
(35, 68) - utility: 66.668
(35, 69) - utility: 68.016
(35, 70) - utility: 69.138
(35, 71) - utility: 68.315
(35, 72) - utility: 68.375
(35, 73) - utility: 66.061
(35, 74) - utility: 64.965
(35, 76) - utility: 68.249
(35, 77) - utility: 67.304
(35, 79) - utility: 69.046
(35, 80) - utility: 68.982
(35, 81) - utility: 70.048
(35, 82) - utility: 70.455
(35, 83) - utility: 71.838
(35, 84) - utility: 72.897
(35, 85) - utility: 71.527
(35, 86) - utility: 70.329
(35, 87) - utility: 68.283
(35, 88) - utility: 67.645
(35, 89) - utility: 68.686
(35, 90) - utility: 68.744
(35, 91) - utility: 70.319
(35, 92) - utility: 70.375
(35, 93) - utility: 70.455
(35, 94) - utility: 70.874
(35, 95) - utility: 72.019
(35, 96) - utility: 71.962
(35, 99) - utility: 70.118
(36, 0) - utility: 63.980
(36, 1) - utility: 65.083
(36, 2) - utility: 67.304
(36, 3) - utility: 68.586
(36, 4) - utility: 68.606
(36, 5) - utility: 68.374
(36, 6) - utility: 65.889
(36, 7) - utility: 65.895
(36, 8) - utility: 63.810
(36, 9) - utility: 62.380
(36, 10) - utility: 62.260
(36, 11) - utility: 62.578
(36, 14) - utility: 67.580
(36, 15) - utility: 67.235
(36, 16) - utility: 68.141
(36, 17) - utility: 68.837
(36, 18) - utility: 69.388
(36, 19) - utility: 68.885
(36, 20) - utility: 71.041
(36, 21) - utility: 72.011
(36, 23) - utility: 70.314
(36, 25) - utility: 72.309
(36, 26) - utility: 74.857
(36, 27) - utility: 75.263
(36, 28) - utility: 76.644
(36, 29) - utility: 76.527
(36, 30) - utility: 74.996
(36, 31) - utility: 72.548
(36, 33) - utility: 67.224
(36, 34) - utility: 67.305
(36, 35) - utility: 66.018
(36, 36) - utility: 63.917
(36, 38) - utility: 63.434
(36, 39) - utility: 65.780
(36, 43) - utility: 71.009
(36, 44) - utility: 71.011
(36, 45) - utility: 69.937
(36, 46) - utility: 68.667
(36, 49) - utility: 70.999
(36, 50) - utility: 70.724
(36, 51) - utility: 70.408
(36, 52) - utility: 69.236
(36, 53) - utility: 66.982
(36, 54) - utility: 65.933
(36, 55) - utility: 65.800
(36, 56) - utility: 67.833
(36, 58) - utility: 67.824
(36, 59) - utility: 69.109
(36, 60) - utility: 70.442
(36, 61) - utility: 69.754
(36, 62) - utility: 71.000
(36, 63) - utility: 69.815
(36, 64) - utility: 67.476
(36, 65) - utility: 66.570
(36, 66) - utility: 65.504
(36, 67) - utility: 64.250
(36, 68) - utility: 65.888
(36, 69) - utility: 68.109
(36, 70) - utility: 67.941
(36, 71) - utility: 67.261
(36, 72) - utility: 67.140
(36, 73) - utility: 66.109
(36, 75) - utility: 67.943
(36, 76) - utility: 68.774
(36, 77) - utility: 67.881
(36, 78) - utility: 69.110
(36, 79) - utility: 68.915
(36, 80) - utility: 68.802
(36, 82) - utility: 69.880
(36, 83) - utility: 71.240
(36, 84) - utility: 72.539
(36, 85) - utility: 70.161
(36, 86) - utility: 69.269
(36, 87) - utility: 69.261
(36, 88) - utility: 67.930
(36, 90) - utility: 66.564
(36, 91) - utility: 67.933
(36, 92) - utility: 69.192
(36, 93) - utility: 70.406
(36, 94) - utility: 70.259
(36, 95) - utility: 71.510
(36, 96) - utility: 72.852
(36, 97) - utility: 72.975
(36, 98) - utility: 71.765
(36, 99) - utility: 72.519
(37, 1) - utility: 65.954
(37, 2) - utility: 67.264
(37, 3) - utility: 68.514
(37, 4) - utility: 69.803
(37, 5) - utility: 69.818
(37, 7) - utility: 67.288
(37, 8) - utility: 65.896
(37, 9) - utility: 64.515
(37, 10) - utility: 63.288
(37, 11) - utility: 63.220
(37, 12) - utility: 64.399
(37, 13) - utility: 65.516
(37, 15) - utility: 68.228
(37, 16) - utility: 69.331
(37, 17) - utility: 70.026
(37, 18) - utility: 70.693
(37, 19) - utility: 70.551
(37, 20) - utility: 72.015
(37, 21) - utility: 73.324
(37, 23) - utility: 69.470
(37, 24) - utility: 71.118
(37, 25) - utility: 72.340
(37, 26) - utility: 73.558
(37, 27) - utility: 74.161
(37, 28) - utility: 75.252
(37, 29) - utility: 75.158
(37, 30) - utility: 74.048
(37, 32) - utility: 67.679
(37, 33) - utility: 66.089
(37, 34) - utility: 66.068
(37, 35) - utility: 65.150
(37, 36) - utility: 64.037
(37, 37) - utility: 62.970
(37, 39) - utility: 65.887
(37, 40) - utility: 67.028
(37, 41) - utility: 69.444
(37, 42) - utility: 70.846
(37, 43) - utility: 72.202
(37, 44) - utility: 72.338
(37, 45) - utility: 72.353
(37, 49) - utility: 73.438
(37, 50) - utility: 73.131
(37, 51) - utility: 71.700
(37, 52) - utility: 70.373
(37, 53) - utility: 68.808
(37, 55) - utility: 66.298
(37, 56) - utility: 65.601
(37, 57) - utility: 65.793
(37, 58) - utility: 66.823
(37, 59) - utility: 67.961
(37, 60) - utility: 69.121
(37, 62) - utility: 69.815
(37, 64) - utility: 66.136
(37, 65) - utility: 64.522
(37, 66) - utility: 65.136
(37, 67) - utility: 66.186
(37, 70) - utility: 65.571
(37, 71) - utility: 65.120
(37, 72) - utility: 66.016
(37, 73) - utility: 66.816
(37, 74) - utility: 67.954
(37, 75) - utility: 69.001
(37, 76) - utility: 70.161
(37, 78) - utility: 70.464
(37, 79) - utility: 71.291
(37, 80) - utility: 69.959
(37, 81) - utility: 68.497
(37, 82) - utility: 67.843
(37, 83) - utility: 69.817
(37, 85) - utility: 68.923
(37, 86) - utility: 68.284
(37, 87) - utility: 69.034
(37, 88) - utility: 66.792
(37, 89) - utility: 67.455
(37, 90) - utility: 66.735
(37, 91) - utility: 67.858
(37, 92) - utility: 67.151
(37, 93) - utility: 69.016
(37, 94) - utility: 69.159
(37, 95) - utility: 69.910
(37, 96) - utility: 72.042
(37, 97) - utility: 74.366
(38, 1) - utility: 65.398
(38, 2) - utility: 66.415
(38, 3) - utility: 67.446
(38, 4) - utility: 69.818
(38, 5) - utility: 71.001
(38, 6) - utility: 69.811
(38, 7) - utility: 68.611
(38, 13) - utility: 66.786
(38, 14) - utility: 68.091
(38, 15) - utility: 69.254
(38, 16) - utility: 70.561
(38, 17) - utility: 71.217
(38, 18) - utility: 70.674
(38, 19) - utility: 69.887
(38, 20) - utility: 72.057
(38, 21) - utility: 73.382
(38, 22) - utility: 73.321
(38, 23) - utility: 71.637
(38, 24) - utility: 70.862
(38, 25) - utility: 72.279
(38, 26) - utility: 72.344
(38, 28) - utility: 75.385
(38, 29) - utility: 73.138
(38, 31) - utility: 70.413
(38, 32) - utility: 69.011
(38, 33) - utility: 68.216
(38, 34) - utility: 66.980
(38, 35) - utility: 65.839
(38, 37) - utility: 63.106
(38, 40) - utility: 66.540
(38, 41) - utility: 67.615
(38, 42) - utility: 69.525
(38, 43) - utility: 71.466
(38, 44) - utility: 73.563
(38, 45) - utility: 74.777
(38, 46) - utility: 76.282
(38, 47) - utility: 77.530
(38, 48) - utility: 76.271
(38, 49) - utility: 74.700
(38, 50) - utility: 72.335
(38, 51) - utility: 71.154
(38, 53) - utility: 67.434
(38, 54) - utility: 65.629
(38, 55) - utility: 65.379
(38, 56) - utility: 66.697
(38, 57) - utility: 66.622
(38, 58) - utility: 65.895
(38, 59) - utility: 66.824
(38, 60) - utility: 67.835
(38, 64) - utility: 64.886
(38, 65) - utility: 63.859
(38, 67) - utility: 68.637
(38, 69) - utility: 64.885
(38, 70) - utility: 64.812
(38, 71) - utility: 64.702
(38, 73) - utility: 67.568
(38, 74) - utility: 68.873
(38, 75) - utility: 70.161
(38, 76) - utility: 71.495
(38, 77) - utility: 71.558
(38, 78) - utility: 72.765
(38, 79) - utility: 73.976
(38, 81) - utility: 66.147
(38, 85) - utility: 70.176
(38, 86) - utility: 68.923
(38, 87) - utility: 67.850
(38, 88) - utility: 66.531
(38, 89) - utility: 67.459
(38, 90) - utility: 67.058
(38, 91) - utility: 67.203
(38, 93) - utility: 69.789
(38, 95) - utility: 70.426
(38, 97) - utility: 75.899
(38, 98) - utility: 77.352
(38, 99) - utility: 77.403
(39, 0) - utility: 66.714
(39, 1) - utility: 65.711
(39, 3) - utility: 66.310
(39, 5) - utility: 72.494
(39, 6) - utility: 72.205
(39, 7) - utility: 69.627
(39, 8) - utility: 70.083
(39, 9) - utility: 68.925
(39, 10) - utility: 68.376
(39, 11) - utility: 68.555
(39, 12) - utility: 70.786
(39, 16) - utility: 71.836
(39, 17) - utility: 72.569
(39, 18) - utility: 71.898
(39, 19) - utility: 70.896
(39, 20) - utility: 71.039
(39, 21) - utility: 73.095
(39, 22) - utility: 71.996
(39, 23) - utility: 69.822
(39, 24) - utility: 68.775
(39, 25) - utility: 70.003
(39, 26) - utility: 72.138
(39, 27) - utility: 73.476
(39, 28) - utility: 74.971
(39, 29) - utility: 72.564
(39, 30) - utility: 70.252
(39, 31) - utility: 69.265
(39, 32) - utility: 68.334
(39, 33) - utility: 69.406
(39, 35) - utility: 66.289
(39, 36) - utility: 65.218
(39, 37) - utility: 65.400
(39, 38) - utility: 66.349
(39, 39) - utility: 67.470
(39, 41) - utility: 69.405
(39, 42) - utility: 71.764
(39, 43) - utility: 73.240
(39, 44) - utility: 74.871
(39, 45) - utility: 75.086
(39, 46) - utility: 76.376
(39, 47) - utility: 77.806
(39, 49) - utility: 73.313
(39, 50) - utility: 71.989
(39, 51) - utility: 70.723
(39, 52) - utility: 69.548
(39, 53) - utility: 68.142
(39, 54) - utility: 67.772
(39, 55) - utility: 67.517
(39, 57) - utility: 65.453
(39, 58) - utility: 65.092
(39, 59) - utility: 65.722
(39, 60) - utility: 66.601
(39, 61) - utility: 66.763
(39, 62) - utility: 65.587
(39, 63) - utility: 66.088
(39, 64) - utility: 65.075
(39, 67) - utility: 69.774
(39, 68) - utility: 68.604
(39, 69) - utility: 67.196
(39, 70) - utility: 65.912
(39, 71) - utility: 65.802
(39, 72) - utility: 66.105
(39, 73) - utility: 67.129
(39, 76) - utility: 71.468
(39, 78) - utility: 73.987
(39, 79) - utility: 75.365
(39, 82) - utility: 79.972
(39, 84) - utility: 72.896
(39, 85) - utility: 71.521
(39, 87) - utility: 66.502
(39, 88) - utility: 64.793
(39, 89) - utility: 66.908
(39, 90) - utility: 68.115
(39, 91) - utility: 68.347
(39, 92) - utility: 69.789
(39, 93) - utility: 70.948
(39, 94) - utility: 70.967
(39, 95) - utility: 69.875
(39, 96) - utility: 68.757
(39, 98) - utility: 78.808
(39, 99) - utility: 78.690
(40, 0) - utility: 67.982
(40, 1) - utility: 66.714
(40, 2) - utility: 65.587
(40, 4) - utility: 71.580
(40, 5) - utility: 72.431
(40, 6) - utility: 71.470
(40, 7) - utility: 69.146
(40, 8) - utility: 70.156
(40, 9) - utility: 69.016
(40, 10) - utility: 69.425
(40, 11) - utility: 69.522
(40, 12) - utility: 69.621
(40, 14) - utility: 69.705
(40, 16) - utility: 72.955
(40, 17) - utility: 73.964
(40, 18) - utility: 73.150
(40, 19) - utility: 71.950
(40, 20) - utility: 72.716
(40, 21) - utility: 71.875
(40, 22) - utility: 70.806
(40, 23) - utility: 69.630
(40, 24) - utility: 68.548
(40, 25) - utility: 69.722
(40, 26) - utility: 70.860
(40, 27) - utility: 71.276
(40, 28) - utility: 73.340
(40, 29) - utility: 72.106
(40, 30) - utility: 70.896
(40, 31) - utility: 68.737
(40, 32) - utility: 68.176
(40, 33) - utility: 69.290
(40, 34) - utility: 68.156
(40, 35) - utility: 67.560
(40, 36) - utility: 65.639
(40, 37) - utility: 67.628
(40, 38) - utility: 66.449
(40, 39) - utility: 68.758
(40, 40) - utility: 70.084
(40, 41) - utility: 71.406
(40, 42) - utility: 71.813
(40, 43) - utility: 71.734
(40, 44) - utility: 73.892
(40, 45) - utility: 75.025
(40, 46) - utility: 75.120
(40, 49) - utility: 70.886
(40, 50) - utility: 70.696
(40, 51) - utility: 69.674
(40, 53) - utility: 66.853
(40, 54) - utility: 65.663
(40, 55) - utility: 66.303
(40, 57) - utility: 65.190
(40, 58) - utility: 66.092
(40, 60) - utility: 67.374
(40, 61) - utility: 66.309
(40, 62) - utility: 65.228
(40, 63) - utility: 64.149
(40, 64) - utility: 66.029
(40, 65) - utility: 67.233
(40, 66) - utility: 68.346
(40, 67) - utility: 69.619
(40, 68) - utility: 68.343
(40, 70) - utility: 65.584
(40, 71) - utility: 66.881
(40, 72) - utility: 67.011
(40, 73) - utility: 68.408
(40, 74) - utility: 69.734
(40, 76) - utility: 73.886
(40, 77) - utility: 74.273
(40, 78) - utility: 74.084
(40, 79) - utility: 75.479
(40, 80) - utility: 76.923
(40, 81) - utility: 78.197
(40, 82) - utility: 78.334
(40, 83) - utility: 75.708
(40, 84) - utility: 74.292
(40, 86) - utility: 64.711
(40, 88) - utility: 64.620
(40, 89) - utility: 65.693
(40, 90) - utility: 65.911
(40, 91) - utility: 67.077
(40, 93) - utility: 70.841
(40, 94) - utility: 68.856
(40, 96) - utility: 68.995
(40, 97) - utility: 67.813
(40, 99) - utility: 79.972
(41, 0) - utility: 70.510
(41, 3) - utility: 72.527
(41, 4) - utility: 72.677
(41, 5) - utility: 72.559
(41, 6) - utility: 72.661
(41, 8) - utility: 71.610
(41, 9) - utility: 69.357
(41, 10) - utility: 68.404
(41, 11) - utility: 68.406
(41, 12) - utility: 68.581
