number of iterations required: 900
---utility for each state (row, column)---
(23, 76) - utility: 62.502
(23, 77) - utility: 61.721
(23, 80) - utility: 57.083
(23, 81) - utility: 55.440
(23, 82) - utility: 58.939
(23, 83) - utility: 57.365
(23, 85) - utility: 69.898
(23, 86) - utility: 69.706
(23, 88) - utility: 99.988
(23, 89) - utility: 98.633
(23, 90) - utility: 96.164
(23, 91) - utility: 93.978
(23, 92) - utility: 90.709
(23, 93) - utility: 87.741
(23, 94) - utility: 85.523
(23, 95) - utility: 85.681
(23, 96) - utility: 84.398
(23, 98) - utility: 73.475
(23, 99) - utility: 70.123
(24, 1) - utility: 43.655
(24, 2) - utility: 43.950
(24, 3) - utility: 44.135
(24, 4) - utility: 42.572
(24, 5) - utility: 41.574
(24, 6) - utility: 39.580
(24, 7) - utility: 45.063
(24, 9) - utility: 42.039
(24, 10) - utility: 40.341
(24, 11) - utility: 43.123
(24, 14) - utility: 57.092
(24, 15) - utility: 63.583
(24, 16) - utility: 66.064
(24, 17) - utility: 62.333
(24, 18) - utility: 65.304
(24, 19) - utility: 63.268
(24, 20) - utility: 56.391
(24, 21) - utility: 58.538
(24, 22) - utility: 68.846
(24, 23) - utility: 82.315
(24, 25) - utility: 82.762
(24, 27) - utility: 80.155
(24, 28) - utility: 79.854
(24, 29) - utility: 78.223
(24, 30) - utility: 76.591
(24, 32) - utility: 71.200
(24, 33) - utility: 70.302
(24, 34) - utility: 69.145
(24, 35) - utility: 67.799
(24, 36) - utility: 66.483
(24, 38) - utility: 65.391
(24, 39) - utility: 65.548
(24, 40) - utility: 64.612
(24, 41) - utility: 63.498
(24, 42) - utility: 65.935
(24, 43) - utility: 64.934
(24, 44) - utility: 63.143
(24, 46) - utility: 62.480
(24, 48) - utility: 51.261
(24, 50) - utility: 49.401
(24, 51) - utility: 51.604
(24, 52) - utility: 52.349
(24, 53) - utility: 54.286
(24, 54) - utility: 54.690
(24, 55) - utility: 55.103
(24, 57) - utility: 53.351
(24, 58) - utility: 51.382
(24, 59) - utility: 50.636
(24, 61) - utility: 48.457
(24, 62) - utility: 47.600
(24, 63) - utility: 45.433
(24, 64) - utility: 45.657
(24, 65) - utility: 45.037
(24, 66) - utility: 41.259
(24, 67) - utility: 38.384
(24, 68) - utility: 42.756
(24, 69) - utility: 51.852
(24, 70) - utility: 51.869
(24, 71) - utility: 51.800
(24, 72) - utility: 51.526
(24, 73) - utility: 52.903
(24, 74) - utility: 58.810
(24, 75) - utility: 61.298
(24, 78) - utility: 59.804
(24, 79) - utility: 59.799
(24, 80) - utility: 58.060
(24, 81) - utility: 55.549
(24, 82) - utility: 59.054
(24, 83) - utility: 57.943
(24, 84) - utility: 57.310
(24, 87) - utility: 62.576
(24, 89) - utility: 89.216
(24, 90) - utility: 87.879
(24, 91) - utility: 88.684
(24, 92) - utility: 84.948
(24, 93) - utility: 82.778
(24, 95) - utility: 86.993
(24, 96) - utility: 84.083
(24, 97) - utility: 82.985
(24, 99) - utility: 42.850
(25, 0) - utility: 46.236
(25, 1) - utility: 45.432
(25, 2) - utility: 44.570
(25, 3) - utility: 44.961
(25, 4) - utility: 43.090
(25, 5) - utility: 42.274
(25, 6) - utility: 40.408
(25, 7) - utility: 45.055
(25, 8) - utility: 46.114
(25, 9) - utility: 44.044
(25, 11) - utility: 42.753
(25, 12) - utility: 46.995
(25, 13) - utility: 55.335
(25, 14) - utility: 57.052
(25, 15) - utility: 64.937
(25, 16) - utility: 66.413
(25, 18) - utility: 65.491
(25, 19) - utility: 63.410
(25, 20) - utility: 54.713
(25, 21) - utility: 58.307
(25, 22) - utility: 68.058
(25, 23) - utility: 85.089
(25, 24) - utility: 86.598
(25, 25) - utility: 83.858
(25, 26) - utility: 79.171
(25, 27) - utility: 78.930
(25, 28) - utility: 76.562
(25, 29) - utility: 74.507
(25, 30) - utility: 72.577
(25, 32) - utility: 67.667
(25, 33) - utility: 70.114
(25, 35) - utility: 66.362
(25, 36) - utility: 65.312
(25, 38) - utility: 61.896
(25, 39) - utility: 63.071
(25, 40) - utility: 63.894
(25, 41) - utility: 61.206
(25, 43) - utility: 67.116
(25, 45) - utility: 58.242
(25, 46) - utility: 64.532
(25, 48) - utility: 46.258
(25, 49) - utility: 51.337
(25, 50) - utility: 49.800
(25, 51) - utility: 53.701
(25, 52) - utility: 52.912
(25, 53) - utility: 55.213
(25, 54) - utility: 52.928
(25, 55) - utility: 54.534
(25, 56) - utility: 53.215
(25, 57) - utility: 54.322
(25, 59) - utility: 49.611
(25, 60) - utility: 46.023
(25, 61) - utility: 44.109
(25, 63) - utility: 42.786
(25, 64) - utility: 42.582
(25, 66) - utility: 16.291
(25, 67) - utility: 18.494
(25, 69) - utility: 52.379
(25, 70) - utility: 52.586
(25, 71) - utility: 53.743
(25, 72) - utility: 52.021
(25, 73) - utility: 54.267
(25, 74) - utility: 60.031
(25, 75) - utility: 61.121
(25, 76) - utility: 63.917
(25, 77) - utility: 63.070
(25, 78) - utility: 61.823
(25, 79) - utility: 60.822
(25, 80) - utility: 58.940
(25, 82) - utility: 59.115
(25, 83) - utility: 58.666
(25, 84) - utility: 58.005
(25, 85) - utility: 56.217
(25, 86) - utility: 57.407
(25, 87) - utility: 58.797
(25, 92) - utility: 67.979
(25, 93) - utility: 69.222
(25, 94) - utility: 68.758
(25, 96) - utility: 69.387
(25, 98) - utility: 18.079
(25, 99) - utility: 20.311
(26, 0) - utility: 40.806
(26, 1) - utility: 45.777
(26, 2) - utility: 43.195
(26, 3) - utility: 43.358
(26, 5) - utility: 41.123
(26, 6) - utility: 40.495
(26, 7) - utility: 47.335
(26, 8) - utility: 47.138
(26, 10) - utility: 41.630
(26, 11) - utility: 41.500
(26, 12) - utility: 48.339
(26, 13) - utility: 56.913
(26, 15) - utility: 66.609
(26, 16) - utility: 67.486
(26, 17) - utility: 67.132
(26, 18) - utility: 66.629
(26, 20) - utility: 52.605
(26, 21) - utility: 58.325
(26, 23) - utility: 88.154
(26, 24) - utility: 86.960
(26, 25) - utility: 83.897
(26, 26) - utility: 80.878
(26, 28) - utility: 62.472
(26, 29) - utility: 62.282
(26, 30) - utility: 60.862
(26, 31) - utility: 65.966
(26, 32) - utility: 68.266
(26, 33) - utility: 70.043
(26, 34) - utility: 68.797
(26, 35) - utility: 67.382
(26, 36) - utility: 66.057
(26, 38) - utility: 62.582
(26, 39) - utility: 65.175
(26, 40) - utility: 65.191
(26, 41) - utility: 61.693
(26, 43) - utility: 68.014
(26, 44) - utility: 65.555
(26, 46) - utility: 66.184
(26, 47) - utility: 69.283
(26, 49) - utility: 52.863
(26, 51) - utility: 55.016
(26, 53) - utility: 55.222
(26, 54) - utility: 54.373
(26, 55) - utility: 54.326
(26, 56) - utility: 53.634
(26, 57) - utility: 55.197
(26, 58) - utility: 53.069
(26, 59) - utility: 50.737
(26, 60) - utility: 46.445
(26, 61) - utility: 44.478
(26, 62) - utility: 43.472
(26, 63) - utility: 43.402
(26, 65) - utility: 19.655
(26, 66) - utility: 17.484
(26, 68) - utility: 51.873
(26, 69) - utility: 53.065
(26, 70) - utility: 53.182
(26, 71) - utility: 53.518
(26, 72) - utility: 52.232
(26, 73) - utility: 54.564
(26, 74) - utility: 62.636
(26, 75) - utility: 61.730
(26, 78) - utility: 61.310
(26, 79) - utility: 61.750
(26, 80) - utility: 60.712
(26, 81) - utility: 58.265
(26, 82) - utility: 55.047
(26, 83) - utility: 51.628
(26, 84) - utility: 49.170
(26, 85) - utility: 47.994
(26, 86) - utility: 58.158
(26, 87) - utility: 60.976
(26, 89) - utility: 57.793
(26, 90) - utility: 55.804
(26, 91) - utility: 59.857
(26, 93) - utility: 62.503
(26, 94) - utility: 61.887
(26, 95) - utility: 61.618
(26, 96) - utility: 62.105
(26, 97) - utility: 59.884
(26, 99) - utility: 18.079
(27, 0) - utility: 41.962
(27, 1) - utility: 46.036
(27, 2) - utility: 44.660
(27, 3) - utility: 43.977
(27, 4) - utility: 43.055
(27, 5) - utility: 41.771
(27, 6) - utility: 40.057
(27, 7) - utility: 47.549
(27, 8) - utility: 47.759
(27, 9) - utility: 47.555
(27, 10) - utility: 42.223
(27, 11) - utility: 41.203
(27, 12) - utility: 49.996
(27, 13) - utility: 58.754
(27, 15) - utility: 64.911
(27, 16) - utility: 67.230
(27, 17) - utility: 66.736
(27, 18) - utility: 66.145
(27, 19) - utility: 62.646
(27, 21) - utility: 59.827
(27, 22) - utility: 57.116
(27, 25) - utility: 68.313
(27, 26) - utility: 67.005
(27, 28) - utility: 55.099
(27, 29) - utility: 55.232
(27, 30) - utility: 54.041
(27, 31) - utility: 68.413
(27, 32) - utility: 67.931
(27, 34) - utility: 66.185
(27, 35) - utility: 64.299
(27, 36) - utility: 63.279
(27, 37) - utility: 63.731
(27, 38) - utility: 64.311
(27, 39) - utility: 67.583
(27, 41) - utility: 63.298
(27, 43) - utility: 69.232
(27, 44) - utility: 66.127
(27, 45) - utility: 64.655
(27, 46) - utility: 67.895
(27, 49) - utility: 53.581
(27, 50) - utility: 53.010
(27, 51) - utility: 55.761
(27, 52) - utility: 55.999
(27, 53) - utility: 56.076
(27, 54) - utility: 56.222
(27, 55) - utility: 55.143
(27, 56) - utility: 54.080
(27, 57) - utility: 55.093
(27, 58) - utility: 53.815
(27, 59) - utility: 51.673
(27, 60) - utility: 48.004
(27, 61) - utility: 43.701
(27, 62) - utility: 40.223
(27, 63) - utility: 37.747
(27, 64) - utility: 33.068
(27, 65) - utility: 20.225
(27, 67) - utility: 54.424
(27, 68) - utility: 52.430
(27, 69) - utility: 53.921
(27, 70) - utility: 52.563
(27, 71) - utility: 54.448
(27, 72) - utility: 52.490
(27, 73) - utility: 55.798
(27, 74) - utility: 63.287
(27, 78) - utility: 62.080
(27, 79) - utility: 62.766
(27, 81) - utility: 54.683
(27, 82) - utility: 40.892
(27, 83) - utility: 32.557
(27, 84) - utility: 35.744
(27, 85) - utility: 45.311
(27, 86) - utility: 59.861
(27, 87) - utility: 62.149
(27, 88) - utility: 60.098
(27, 89) - utility: 60.034
(27, 92) - utility: 61.509
(27, 94) - utility: 56.747
(27, 95) - utility: 55.583
(27, 96) - utility: 54.895
(27, 97) - utility: 58.272
(27, 98) - utility: 57.435
(28, 0) - utility: 42.033
(28, 2) - utility: 40.032
(28, 4) - utility: 29.930
(28, 5) - utility: 36.770
(28, 7) - utility: 49.110
(28, 8) - utility: 49.676
(28, 9) - utility: 48.847
(28, 10) - utility: 42.267
(28, 11) - utility: 41.760
(28, 12) - utility: 50.682
(28, 13) - utility: 61.853
(28, 14) - utility: 60.418
(28, 15) - utility: 65.491
(28, 16) - utility: 67.168
(28, 17) - utility: 68.854
(28, 18) - utility: 67.395
(28, 19) - utility: 63.051
(28, 20) - utility: 61.936
(28, 21) - utility: 60.972
(28, 22) - utility: 58.761
(28, 23) - utility: 60.501
(28, 24) - utility: 58.517
(28, 25) - utility: 60.036
(28, 26) - utility: 59.533
(28, 28) - utility: 57.041
(28, 31) - utility: 72.396
(28, 32) - utility: 69.992
(28, 33) - utility: 68.633
(28, 34) - utility: 67.307
(28, 35) - utility: 66.266
(28, 36) - utility: 65.157
(28, 37) - utility: 65.782
(28, 38) - utility: 64.837
(28, 40) - utility: 62.149
(28, 41) - utility: 61.198
(28, 42) - utility: 60.405
(28, 44) - utility: 58.643
(28, 45) - utility: 59.821
(28, 47) - utility: 60.149
(28, 49) - utility: 55.592
(28, 50) - utility: 53.315
(28, 51) - utility: 56.830
(28, 52) - utility: 53.456
(28, 53) - utility: 53.113
(28, 54) - utility: 54.822
(28, 55) - utility: 53.304
(28, 56) - utility: 51.891
(28, 57) - utility: 56.126
(28, 58) - utility: 54.654
(28, 59) - utility: 51.254
(28, 60) - utility: 35.160
(28, 61) - utility: 23.024
(28, 62) - utility: 13.618
(28, 63) - utility: 5.993
(28, 64) - utility: -0.621
(28, 65) - utility: 20.138
(28, 66) - utility: 43.337
(28, 67) - utility: 49.822
(28, 69) - utility: 55.008
(28, 70) - utility: 54.084
(28, 71) - utility: 55.666
(28, 73) - utility: 56.030
(28, 74) - utility: 63.760
(28, 75) - utility: 62.915
(28, 76) - utility: 61.335
(28, 77) - utility: 66.357
(28, 78) - utility: 64.041
(28, 79) - utility: 63.695
(28, 80) - utility: 61.653
(28, 81) - utility: 58.360
(28, 82) - utility: 41.989
(28, 83) - utility: 30.265
(28, 84) - utility: 36.661
(28, 86) - utility: 62.200
(28, 87) - utility: 62.214
(28, 88) - utility: 60.659
(28, 89) - utility: 60.835
(28, 90) - utility: 60.981
(28, 91) - utility: 62.795
(28, 92) - utility: 62.336
(28, 93) - utility: 58.074
(28, 94) - utility: 57.660
(28, 95) - utility: 55.954
(28, 96) - utility: 56.343
(28, 98) - utility: 59.318
(28, 99) - utility: 58.425
(29, 0) - utility: 36.250
(29, 2) - utility: 39.852
(29, 3) - utility: 39.305
(29, 5) - utility: 38.140
(29, 6) - utility: 42.500
(29, 7) - utility: 45.532
(29, 8) - utility: 50.528
(29, 10) - utility: 42.092
(29, 11) - utility: 42.371
(29, 12) - utility: 51.092
(29, 13) - utility: 62.948
(29, 15) - utility: 68.005
(29, 16) - utility: 68.066
(29, 18) - utility: 67.344
(29, 19) - utility: 63.494
(29, 20) - utility: 61.436
(29, 23) - utility: 62.993
(29, 24) - utility: 58.869
(29, 25) - utility: 61.097
(29, 26) - utility: 60.273
(29, 27) - utility: 58.260
(29, 28) - utility: 57.812
(29, 29) - utility: 62.282
(29, 30) - utility: 73.450
(29, 31) - utility: 73.662
(29, 33) - utility: 69.547
(29, 34) - utility: 68.172
(29, 35) - utility: 67.162
(29, 37) - utility: 66.860
(29, 38) - utility: 64.760
(29, 40) - utility: 64.315
(29, 41) - utility: 63.214
(29, 42) - utility: 61.120
(29, 43) - utility: 59.357
(29, 44) - utility: 57.490
(29, 45) - utility: 59.461
(29, 46) - utility: 57.552
(29, 47) - utility: 60.960
(29, 49) - utility: 56.629
(29, 51) - utility: 57.147
(29, 52) - utility: 55.014
(29, 53) - utility: 54.790
(29, 54) - utility: 55.968
(29, 55) - utility: 52.702
(29, 57) - utility: 57.599
(29, 58) - utility: 55.636
(29, 59) - utility: 53.539
(29, 64) - utility: -4.001
(29, 66) - utility: 47.236
(29, 67) - utility: 52.525
(29, 68) - utility: 51.820
(29, 69) - utility: 51.552
(29, 71) - utility: 56.618
(29, 72) - utility: 55.862
(29, 73) - utility: 57.035
(29, 74) - utility: 64.374
(29, 77) - utility: 69.375
(29, 79) - utility: 64.762
(29, 81) - utility: 61.994
(29, 83) - utility: 27.120
(29, 85) - utility: 63.986
(29, 86) - utility: 63.035
(29, 87) - utility: 63.246
(29, 88) - utility: 61.260
(29, 89) - utility: 61.657
(29, 90) - utility: 60.281
(29, 91) - utility: 63.923
(29, 93) - utility: 59.590
(29, 94) - utility: 58.600
(29, 95) - utility: 56.450
(29, 96) - utility: 57.154
(29, 97) - utility: 56.883
(29, 98) - utility: 57.094
(29, 99) - utility: 57.591
(30, 0) - utility: 36.758
(30, 1) - utility: 42.144
(30, 2) - utility: 41.686
(30, 4) - utility: 37.257
(30, 5) - utility: 38.127
(30, 6) - utility: 43.253
(30, 7) - utility: 47.124
(30, 9) - utility: 38.360
(30, 10) - utility: 42.639
(30, 11) - utility: 41.901
(30, 12) - utility: 51.396
(30, 13) - utility: 66.487
(30, 14) - utility: 66.129
(30, 15) - utility: 67.290
(30, 16) - utility: 66.228
(30, 17) - utility: 71.797
(30, 18) - utility: 68.726
(30, 19) - utility: 64.122
(30, 20) - utility: 62.005
(30, 21) - utility: 63.565
(30, 22) - utility: 64.089
(30, 23) - utility: 64.355
(30, 25) - utility: 62.301
(30, 26) - utility: 61.233
(30, 27) - utility: 58.851
(30, 28) - utility: 57.978
(30, 30) - utility: 75.797
(30, 31) - utility: 73.356
(30, 32) - utility: 70.120
(30, 33) - utility: 67.387
(30, 34) - utility: 65.337
(30, 36) - utility: 67.950
(30, 37) - utility: 68.018
(30, 38) - utility: 66.578
(30, 39) - utility: 65.698
(30, 40) - utility: 64.003
(30, 42) - utility: 61.353
(30, 43) - utility: 61.383
(30, 44) - utility: 57.311
(30, 45) - utility: 59.434
(30, 46) - utility: 58.193
(30, 47) - utility: 60.893
(30, 48) - utility: 59.645
(30, 49) - utility: 58.607
(30, 50) - utility: 56.629
(30, 51) - utility: 58.185
(30, 52) - utility: 55.521
(30, 53) - utility: 55.357
(30, 55) - utility: 54.222
(30, 56) - utility: 56.394
(30, 57) - utility: 54.790
(30, 58) - utility: 56.638
(30, 59) - utility: 54.558
(30, 60) - utility: 47.489
(30, 61) - utility: 54.071
(30, 62) - utility: 56.014
(30, 63) - utility: 53.516
(30, 65) - utility: 46.825
(30, 66) - utility: 47.222
(30, 67) - utility: 53.988
(30, 69) - utility: 51.568
(30, 70) - utility: 52.399
(30, 71) - utility: 57.478
(30, 74) - utility: 67.367
(30, 75) - utility: 69.845
(30, 77) - utility: 68.989
(30, 79) - utility: 65.630
(30, 80) - utility: 63.885
(30, 81) - utility: 62.828
(30, 82) - utility: 60.982
(30, 84) - utility: 67.185
(30, 85) - utility: 64.963
(30, 87) - utility: 62.255
(30, 88) - utility: 62.262
(30, 89) - utility: 61.395
(30, 90) - utility: 60.465
(30, 92) - utility: 56.888
(30, 93) - utility: 57.024
(30, 94) - utility: 57.950
(30, 95) - utility: 55.547
(30, 96) - utility: 58.048
(30, 97) - utility: 58.803
(30, 98) - utility: 57.831
(30, 99) - utility: 57.118
(31, 0) - utility: 36.600
(31, 2) - utility: 33.968
(31, 3) - utility: 32.297
(31, 4) - utility: 38.881
(31, 6) - utility: 44.006
(31, 7) - utility: 46.940
(31, 8) - utility: 44.134
(31, 10) - utility: 42.543
(31, 11) - utility: 41.202
(31, 13) - utility: 69.309
(31, 14) - utility: 68.037
(31, 15) - utility: 67.155
(31, 16) - utility: 66.287
(31, 17) - utility: 72.521
(31, 18) - utility: 69.837
(31, 19) - utility: 65.884
(31, 21) - utility: 64.548
(31, 22) - utility: 66.193
(31, 23) - utility: 65.251
(31, 25) - utility: 63.272
(31, 26) - utility: 62.221
(31, 27) - utility: 59.456
(31, 28) - utility: 58.651
(31, 29) - utility: 57.870
(31, 31) - utility: 61.337
(31, 32) - utility: 61.417
(31, 33) - utility: 60.281
(31, 34) - utility: 62.796
(31, 35) - utility: 62.465
(31, 36) - utility: 68.851
(31, 37) - utility: 69.116
(31, 38) - utility: 67.400
(31, 40) - utility: 64.650
(31, 41) - utility: 65.119
(31, 42) - utility: 63.387
(31, 43) - utility: 62.722
(31, 45) - utility: 60.656
(31, 46) - utility: 58.486
(31, 48) - utility: 61.635
(31, 51) - utility: 59.498
(31, 52) - utility: 57.173
(31, 53) - utility: 56.086
(31, 54) - utility: 55.240
(31, 55) - utility: 54.685
(31, 56) - utility: 58.841
(31, 58) - utility: 57.894
(31, 60) - utility: 46.433
(31, 63) - utility: 39.340
(31, 65) - utility: 47.417
(31, 66) - utility: 45.759
(31, 67) - utility: 54.253
(31, 68) - utility: 55.239
(31, 69) - utility: 53.378
(31, 70) - utility: 52.580
(31, 71) - utility: 58.889
(31, 72) - utility: 59.444
(31, 73) - utility: 60.868
(31, 74) - utility: 67.959
(31, 75) - utility: 72.300
(31, 76) - utility: 69.996
(31, 77) - utility: 69.910
(31, 78) - utility: 66.787
(31, 79) - utility: 66.727
(31, 80) - utility: 64.656
(31, 81) - utility: 63.770
(31, 82) - utility: 62.784
(31, 83) - utility: 62.592
(31, 84) - utility: 63.872
(31, 85) - utility: 64.830
(31, 86) - utility: 64.053
(31, 87) - utility: 63.091
(31, 88) - utility: 61.895
(31, 89) - utility: 60.799
(31, 90) - utility: 59.724
(31, 91) - utility: 57.395
(31, 92) - utility: 57.640
(31, 93) - utility: 57.696
(31, 94) - utility: 57.836
(31, 95) - utility: 56.898
(31, 96) - utility: 59.050
(31, 97) - utility: 59.813
(31, 98) - utility: 58.579
(32, 0) - utility: 30.038
(32, 1) - utility: 30.532
(32, 2) - utility: 30.085
(32, 4) - utility: 38.932
(32, 5) - utility: 39.721
(32, 6) - utility: 44.246
(32, 7) - utility: 48.301
(32, 8) - utility: 44.391
(32, 9) - utility: 45.369
(32, 10) - utility: 44.510
(32, 11) - utility: 41.605
(32, 12) - utility: 53.174
(32, 13) - utility: 69.032
(32, 14) - utility: 67.047
(32, 17) - utility: 74.602
(32, 18) - utility: 72.140
(32, 19) - utility: 66.272
(32, 21) - utility: 61.952
(32, 22) - utility: 68.615
(32, 23) - utility: 67.220
(32, 24) - utility: 65.237
(32, 25) - utility: 64.253
(32, 26) - utility: 63.272
(32, 27) - utility: 60.013
(32, 28) - utility: 59.216
(32, 30) - utility: 56.172
(32, 31) - utility: 55.921
(32, 32) - utility: 59.963
(32, 34) - utility: 62.683
(32, 36) - utility: 71.748
(32, 37) - utility: 71.499
(32, 38) - utility: 69.299
(32, 39) - utility: 68.793
(32, 40) - utility: 66.670
(32, 41) - utility: 66.267
(32, 42) - utility: 64.105
(32, 43) - utility: 62.168
(32, 44) - utility: 61.834
(32, 45) - utility: 61.744
(32, 46) - utility: 60.216
(32, 47) - utility: 60.392
(32, 48) - utility: 59.752
(32, 49) - utility: 57.820
(32, 50) - utility: 57.142
(32, 51) - utility: 56.722
(32, 52) - utility: 56.098
(32, 53) - utility: 54.192
(32, 54) - utility: 54.456
(32, 55) - utility: 54.838
(32, 57) - utility: 54.541
(32, 58) - utility: 54.900
(32, 59) - utility: 44.960
(32, 60) - utility: 39.967
(32, 61) - utility: 24.087
(32, 62) - utility: 14.443
(32, 63) - utility: 29.544
(32, 65) - utility: 42.699
(32, 67) - utility: 55.927
(32, 68) - utility: 55.030
(32, 69) - utility: 53.970
(32, 70) - utility: 53.619
(32, 71) - utility: 59.089
(32, 72) - utility: 60.137
(32, 73) - utility: 62.191
(32, 74) - utility: 69.211
(32, 75) - utility: 72.781
(32, 76) - utility: 71.866
(32, 78) - utility: 67.298
(32, 79) - utility: 66.559
(32, 80) - utility: 65.494
(32, 81) - utility: 64.472
(32, 82) - utility: 63.438
(32, 83) - utility: 63.249
(32, 84) - utility: 63.456
(32, 85) - utility: 65.917
(32, 86) - utility: 64.936
(32, 87) - utility: 63.968
(32, 88) - utility: 58.621
(32, 89) - utility: 57.981
(32, 90) - utility: 56.819
(32, 91) - utility: 57.849
(32, 92) - utility: 56.074
(32, 93) - utility: 54.546
(32, 94) - utility: 54.581
(32, 96) - utility: 60.020
(32, 97) - utility: 59.555
(32, 98) - utility: 59.215
(32, 99) - utility: 62.955
(33, 0) - utility: 26.914
(33, 1) - utility: 27.471
(33, 2) - utility: 26.075
(33, 3) - utility: 27.086
(33, 4) - utility: 32.816
(33, 5) - utility: 39.806
(33, 6) - utility: 46.126
(33, 7) - utility: 49.957
(33, 9) - utility: 46.222
(33, 11) - utility: 40.372
(33, 12) - utility: 54.571
(33, 13) - utility: 72.185
(33, 15) - utility: 74.233
(33, 16) - utility: 73.470
(33, 17) - utility: 75.902
(33, 19) - utility: 66.427
(33, 20) - utility: 64.885
(33, 22) - utility: 69.226
(33, 23) - utility: 68.193
(33, 24) - utility: 65.987
(33, 27) - utility: 50.664
(33, 28) - utility: 59.790
(33, 29) - utility: 60.293
(33, 30) - utility: 56.963
(33, 31) - utility: 54.554
(33, 34) - utility: 63.525
(33, 36) - utility: 72.736
(33, 37) - utility: 72.696
(33, 38) - utility: 71.225
(33, 39) - utility: 69.914
(33, 40) - utility: 68.560
(33, 41) - utility: 67.374
(33, 43) - utility: 62.804
(33, 44) - utility: 63.847
(33, 45) - utility: 62.754
(33, 46) - utility: 60.814
(33, 47) - utility: 59.995
(33, 48) - utility: 59.187
(33, 49) - utility: 58.307
(33, 50) - utility: 57.882
(33, 53) - utility: 52.634
(33, 54) - utility: 51.178
(33, 55) - utility: 53.490
(33, 57) - utility: 56.448
(33, 58) - utility: 56.931
(33, 60) - utility: 43.096
(33, 61) - utility: 24.875
(33, 62) - utility: 11.582
(33, 63) - utility: 31.855
(33, 64) - utility: 45.246
(33, 66) - utility: 52.161
(33, 67) - utility: 55.483
(33, 68) - utility: 53.607
(33, 69) - utility: 51.942
(33, 71) - utility: 59.126
(33, 72) - utility: 59.508
(33, 73) - utility: 61.093
(33, 74) - utility: 69.254
(33, 75) - utility: 74.311
(33, 76) - utility: 72.709
(33, 77) - utility: 70.743
(33, 78) - utility: 69.503
(33, 79) - utility: 67.491
(33, 80) - utility: 66.366
(33, 81) - utility: 65.339
(33, 82) - utility: 64.184
(33, 83) - utility: 64.049
(33, 84) - utility: 64.027
(33, 88) - utility: 58.823
(33, 89) - utility: 58.829
(33, 90) - utility: 58.526
(33, 91) - utility: 57.668
(33, 93) - utility: 54.780
(33, 94) - utility: 55.325
(33, 95) - utility: 58.123
(33, 96) - utility: 60.887
(33, 97) - utility: 60.342
(33, 98) - utility: 59.504
(34, 1) - utility: 21.537
(34, 2) - utility: 23.635
(34, 3) - utility: 26.888
(34, 4) - utility: 34.335
(34, 5) - utility: 39.130
(34, 6) - utility: 48.282
(34, 7) - utility: 51.118
(34, 9) - utility: 46.856
(34, 11) - utility: 39.157
(34, 12) - utility: 54.884
(34, 13) - utility: 76.561
(34, 14) - utility: 77.903
(34, 15) - utility: 75.317
(34, 16) - utility: 74.049
(34, 19) - utility: 68.721
(34, 20) - utility: 65.563
(34, 21) - utility: 67.354
(34, 22) - utility: 66.731
(34, 24) - utility: 65.854
(34, 25) - utility: 63.605
(34, 27) - utility: 46.839
(34, 28) - utility: 61.673
(34, 29) - utility: 61.585
(34, 30) - utility: 57.618
(34, 31) - utility: 56.204
(34, 32) - utility: 58.271
(34, 33) - utility: 64.168
(34, 34) - utility: 64.378
(34, 35) - utility: 71.498
(34, 36) - utility: 70.972
(34, 37) - utility: 70.824
(34, 38) - utility: 68.985
(34, 39) - utility: 68.017
(34, 40) - utility: 66.949
(34, 41) - utility: 66.208
(34, 43) - utility: 63.517
(34, 44) - utility: 63.657
(34, 45) - utility: 61.773
(34, 46) - utility: 61.493
(34, 47) - utility: 59.507
(34, 48) - utility: 58.544
(34, 49) - utility: 58.053
(34, 50) - utility: 58.611
(34, 51) - utility: 59.794
(34, 52) - utility: 55.739
(34, 53) - utility: 53.532
(34, 54) - utility: 52.616
(34, 55) - utility: 54.505
(34, 56) - utility: 55.261
(34, 57) - utility: 58.363
(34, 58) - utility: 56.448
(34, 59) - utility: 51.739
(34, 60) - utility: 47.180
(34, 61) - utility: 25.835
(34, 62) - utility: 7.583
(34, 64) - utility: 48.754
(34, 66) - utility: 52.455
(34, 67) - utility: 56.884
(34, 68) - utility: 55.520
(34, 70) - utility: 61.155
(34, 71) - utility: 59.875
(34, 72) - utility: 58.846
(34, 75) - utility: 76.133
(34, 76) - utility: 73.724
(34, 77) - utility: 71.597
(34, 78) - utility: 70.527
(34, 79) - utility: 68.283
(34, 80) - utility: 67.242
(34, 81) - utility: 66.230
(34, 82) - utility: 66.130
(34, 83) - utility: 64.894
(34, 84) - utility: 64.883
(34, 86) - utility: 62.631
(34, 87) - utility: 61.195
(34, 88) - utility: 59.616
(34, 89) - utility: 58.347
(34, 90) - utility: 58.072
(34, 91) - utility: 56.852
(34, 92) - utility: 56.795
(34, 93) - utility: 56.666
(34, 94) - utility: 57.005
(34, 95) - utility: 58.912
(34, 96) - utility: 62.121
(34, 97) - utility: 61.191
(34, 99) - utility: 73.552
(35, 0) - utility: 20.725
(35, 1) - utility: 22.810
(35, 2) - utility: 23.840
(35, 3) - utility: 25.441
(35, 4) - utility: 35.151
(35, 6) - utility: 48.419
(35, 7) - utility: 52.168
(35, 8) - utility: 49.978
(35, 9) - utility: 42.123
(35, 10) - utility: 39.976
(35, 11) - utility: 38.948
(35, 13) - utility: 80.121
